Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Number of doctoral degrees awarded in academic year 2013,Number of doctoral degrees awarded in academic year 2014,Number of doctoral degrees awarded in academic year 2015,Number of doctoral degrees awarded in academic year 2016,Number of doctoral degrees awarded in academic year 2017,Number of doctoral degrees awarded in academic year 2018,Number of doctoral degrees awarded in academic year 2019
10007772,Edinburgh Napier University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,3,4,5,11,11,6
10007772,Edinburgh Napier University,B,7,Earth Systems and Environmental Sciences,,,,0,0,0,3,2,1,4
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,1,4,7,6,6,7,11
10007772,Edinburgh Napier University,B,12,Engineering,,,,0,8,7,2,1,4,5
10007772,Edinburgh Napier University,C,13,"Architecture, Built Environment and Planning",,,,0,3,3,2,4,4,3
10007772,Edinburgh Napier University,C,17,Business and Management Studies,,,,9,11,11,13,10,7,11
10007772,Edinburgh Napier University,C,18,Law,,,,0,0,0,1,1,2,1
10007772,Edinburgh Napier University,C,20,Social Work and Social Policy,,,,0,0,0,0,0,0,1
10007772,Edinburgh Napier University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,0,3,5,8,2,6,10
10007772,Edinburgh Napier University,D,27,English Language and Literature,,,,0,0,2,1,1,1,0
10007772,Edinburgh Napier University,D,32,"Art and Design: History, Practice and Theory",,,,0,0,0,0,0,0,0
10007772,Edinburgh Napier University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,2,0,0,0,0,1,1
10007772,Edinburgh Napier University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,3,2,1,0,1,2,3
10007791,University of Essex,A,2,"Public Health, Health Services and Primary Care",,,,0,3,1.75,3.25,5.9,2.25,3.25
10007791,University of Essex,A,4,"Psychology, Psychiatry and Neuroscience",,,,17,20,17.5,14,14.5,22.5,23
10007791,University of Essex,A,5,Biological Sciences,,,,18,18,27.33,22,11.6,19,23
10007791,University of Essex,B,10,Mathematical Sciences,,,,3,5,6,2,7,11,3
10007791,University of Essex,B,11,Computer Science and Informatics,,,,24,28,23.77,14,21.5,16,18
10007791,University of Essex,C,16,Economics and Econometrics,,,,11,14,11.65,20.5,10.75,9.25,11
10007791,University of Essex,C,17,Business and Management Studies,,,,13,17,28.9,21.5,20,20.25,21.25
10007791,University of Essex,C,18,Law,,,,3,16,11,14,9,4,5.5
10007791,University of Essex,C,19,Politics and International Studies,,,,19,22,11,5,12.5,16.5,11
10007791,University of Essex,C,21,Sociology,,,,27,21,30.1,21.25,28.75,23.25,32
10007791,University of Essex,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,5,6,2,5,3,3.5,7
10007791,University of Essex,D,26,Modern Languages and Linguistics,,,,26,18,14,15,18.5,11,16
10007791,University of Essex,D,27,English Language and Literature,,,,6,12,9,6.25,6.5,13.25,10
10007791,University of Essex,D,28,History,,,,3,4,6,4.5,4,3,4
10007791,University of Essex,D,30,Philosophy,,,,2,7,5,5,7.5,7.75,5
10007791,University of Essex,D,32,"Art and Design: History, Practice and Theory",,,,4,7,4,10,4.5,2.25,1
10007791,University of Essex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,2,2,0,0.75,0.5,1.25,3
10007792,University of Exeter,A,1,Clinical Medicine,,,,6.83,10.02,6.43,5.8,10.1,7.6,14.95
10007792,University of Exeter,A,2,"Public Health, Health Services and Primary Care",,,,5.58,10.02,9.7,7.5,5.45,9.3,11.97
10007792,University of Exeter,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1.8,0.67,1.43,0.9,3.1,2.17,1.15
10007792,University of Exeter,A,4,"Psychology, Psychiatry and Neuroscience",,,,34.95,36.97,26.46,26.05,23.35,27.7,25.2
10007792,University of Exeter,A,5,Biological Sciences,,,,17.55,19.5,18.85,24.75,28.4,22.55,28.7
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,,13.95,10.7,22.07,23.15,19.15,31.55,17.98
10007792,University of Exeter,B,9,Physics,,,,17.5,17.5,15.6,14.55,17.8,24.05,20
10007792,University of Exeter,B,10,Mathematical Sciences,,,,5.95,8,8.9,8.25,11,16.05,8.3
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,1.7,1.6,3.3,3.8,0.2,3.9,5.8
10007792,University of Exeter,B,12,Engineering,,,,12.45,18.4,22.5,17.25,23.32,35.45,32.68
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,,17.5,23.4,17.77,25.4,11.48,9,12.5
10007792,University of Exeter,C,15,Archaeology,,,,6,8,3,8,9.8,9,3.8
10007792,University of Exeter,C,16,Economics and Econometrics,,,,8,4,3.5,7,9.5,3,1
10007792,University of Exeter,C,17,Business and Management Studies,,,,18.55,15.75,24.38,19.4,18.3,18.45,13.8
10007792,University of Exeter,C,18,Law,,,,2.9,5.6,7.6,4.2,12.5,10.8,5.75
10007792,University of Exeter,C,19,Politics and International Studies,,,,9.8,19.6,13.55,8.5,11.95,9,3.9
10007792,University of Exeter,C,21,Sociology,,,,5.7,11,2.2,6.25,10.6,14,4
10007792,University of Exeter,C,23,Education,,,,42,50,41,48,41,45,45.2
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,8.08,13.78,4,6.8,5.45,8.33,5.9
10007792,University of Exeter,D,25,Area Studies,,,,19.8,16.4,24.1,14.2,17.8,26.25,20.04
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,,18.3,8.2,0,4.8,5.4,3,0.7
10007792,University of Exeter,D,27,English Language and Literature,,,,14.2,17.4,22.65,19.8,13.6,16,10.57
10007792,University of Exeter,D,28,History,,,,12.7,8.5,13.3,12.4,13.4,15.65,11.97
10007792,University of Exeter,D,29,Classics,,,,2.2,4.2,4,3,3.25,3,3
10007792,University of Exeter,D,31,Theology and Religious Studies,,,,2.8,1.2,4,4.25,4.1,5.2,1
10007792,University of Exeter,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,2.2,6.6,12.7,10,7,1,4
10008640,Falmouth University,D,32,"Art and Design: History, Practice and Theory",,,,5,7,11,6,9,2,3
10007794,University of Glasgow,A,1,Clinical Medicine,,,,107.68,88.53,67.5,103.48,103.04,94.23,102.4
10007794,University of Glasgow,A,2,"Public Health, Health Services and Primary Care",,,,9.2,9.75,4.7,7.03,11.3,8.91,5.7
10007794,University of Glasgow,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,4.4,10.96,6.7,11.55,12.3,5,7.64
10007794,University of Glasgow,A,4,"Psychology, Psychiatry and Neuroscience",,,,38.7,62.95,14.68,33.78,39.75,46,38.05
10007794,University of Glasgow,A,5,Biological Sciences,,,,22.18,29.36,20.2,16.58,16.95,16.95,19.53
10007794,University of Glasgow,A,6,"Agriculture, Food and Veterinary Sciences",,,,17.84,21.5,22.75,32.45,29.21,14.45,30.55
10007794,University of Glasgow,B,7,Earth Systems and Environmental Sciences,,,,3.06,11.75,8.5,7.42,9.65,11.45,9.55
10007794,University of Glasgow,B,8,Chemistry,,,,16.5,28.4,21,28.18,40.83,19.25,39.82
10007794,University of Glasgow,B,9,Physics,,,,14,24.5,15,24.1,22.65,24.2,27.6
10007794,University of Glasgow,B,10,Mathematical Sciences,,,,9,11,11.9,10.16,10.65,15.45,11.34
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,9.2,16.5,21,15.45,8.2,15.56,10.4
10007794,University of Glasgow,B,12,Engineering,,,,35.7,54.1,30.5,41.6,45.73,52.78,47.98
10007794,University of Glasgow,C,13,"Architecture, Built Environment and Planning",,,,1.5,5,5,3.82,2.35,6.8,8.35
10007794,University of Glasgow,C,14,Geography and Environmental Studies,,,,2.67,6.66,4,7.5,5.33,6.17,4.15
10007794,University of Glasgow,C,15,Archaeology,,,,2,5,0.25,3.35,3.25,4.75,2.75
10007794,University of Glasgow,C,17,Business and Management Studies,,,,16.8,23.2,20.3,36.5,24.9,32.5,36.37
10007794,University of Glasgow,C,18,Law,,,,5.5,19,11.5,10.5,15.4,11.4,6.67
10007794,University of Glasgow,C,19,Politics and International Studies,,,,5.81,6.33,2.93,9.5,6.75,3,11
10007794,University of Glasgow,C,20,Social Work and Social Policy,,,,8.09,9.67,4.17,7.6,19,20.39,11.25
10007794,University of Glasgow,C,23,Education,,,,12.85,22.1,8.75,22.25,29.5,24.03,32.7
10007794,University of Glasgow,D,26,Modern Languages and Linguistics,A,26A - Modern Languages,,1,5.25,2.45,7.85,4.9,8.65,2.75
10007794,University of Glasgow,D,26,Modern Languages and Linguistics,B,26B - Celtic and Gaelic,,2.15,3.5,1.5,2.65,4,1.75,0
10007794,University of Glasgow,D,27,English Language and Literature,,,,29,33.85,25.22,21.15,17,20.78,20.4
10007794,University of Glasgow,D,28,History,,,,14.58,18.14,12.5,14.5,17.36,14.75,8.5
10007794,University of Glasgow,D,30,Philosophy,,,,1,6.5,1,4,5,4.25,5
10007794,University of Glasgow,D,32,"Art and Design: History, Practice and Theory",,,,6.19,3.5,6,4.25,0.75,10.55,8.25
10007794,University of Glasgow,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,3.25,2.5,5.5,6.25,1,1,2.5
10007794,University of Glasgow,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,6.15,12.5,5.5,9.55,9.25,7.5,9.55
10007762,Glasgow Caledonian University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,26.83,23.24,25.49,16.68,25.5,26.34,14.5
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,9.49,1.17,4.68,4.41,5.26,8.33,3
10007762,Glasgow Caledonian University,B,12,Engineering,,,,13.51,7.41,4.5,10.08,12.9,16.67,2.5
10007762,Glasgow Caledonian University,C,13,"Architecture, Built Environment and Planning",,,,3.5,6.01,8.33,6.84,11.18,9,8
10007762,Glasgow Caledonian University,C,17,Business and Management Studies,,,,11.01,6.83,11.83,8.5,10.84,9.66,16.17
10007762,Glasgow Caledonian University,C,20,Social Work and Social Policy,,,,4.33,4,4.67,6.66,4.33,8.84,3.5
10007762,Glasgow Caledonian University,C,23,Education,,,,1.33,0.34,1.5,0.5,1.33,2.16,0
10007762,Glasgow Caledonian University,D,28,History,,,,1,0,1,0,0.33,1,1
10007762,Glasgow Caledonian University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,0,1,2,0.33,1.33,1,1.33
10002681,Glasgow School of Art,D,32,"Art and Design: History, Practice and Theory",,,,7,6,6,10,2,9,6
10007145,University of Gloucestershire,A,4,"Psychology, Psychiatry and Neuroscience",,,,2,2,2,1,0,1,0
10007145,University of Gloucestershire,B,12,Engineering,,,,2,1,2,1,1,1,2
10007145,University of Gloucestershire,C,13,"Architecture, Built Environment and Planning",,,,0,1,0,0,1,1,2
10007145,University of Gloucestershire,C,14,Geography and Environmental Studies,,,,1,3,1,1,2,0,2
10007145,University of Gloucestershire,C,17,Business and Management Studies,,,,6,3,9,15,10,11,3.5
10007145,University of Gloucestershire,C,21,Sociology,,,,0,0,0,1,0,0.5,2.5
10007145,University of Gloucestershire,C,23,Education,,,,3,2,0,0,2,2,1
10007145,University of Gloucestershire,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,6,1,5,1,3,0.5,2
10007145,University of Gloucestershire,D,27,English Language and Literature,,,,0,2,2,2,1,0,5
10007145,University of Gloucestershire,D,28,History,,,,0,1,0,1,0,0,0.5
10007145,University of Gloucestershire,D,31,Theology and Religious Studies,,,,1,1,1,0,2,1,2
10007145,University of Gloucestershire,D,32,"Art and Design: History, Practice and Theory",,,,1,0,1,0,1,1,0.5
10007145,University of Gloucestershire,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,0,1,0,1,0,0,1
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,3,0,4,2,1,1,1
10007833,Wrexham University,B,12,Engineering,,,,3,4,3,7,1,2.6,5
10007833,Wrexham University,C,20,Social Work and Social Policy,,,,2,1,0,1,0,1,0
10007833,Wrexham University,D,32,"Art and Design: History, Practice and Theory",,,,0,0,0,1,0,2,0
10002718,Goldsmiths' College,A,4,"Psychology, Psychiatry and Neuroscience",,,,8,12,3,13,10,6,10
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,2,5,3,4,4,5,7
10002718,Goldsmiths' College,C,17,Business and Management Studies,,,,0,0,1,0,0,3,0
10002718,Goldsmiths' College,C,19,Politics and International Studies,,,,3,0,1,2,3,1,3
10002718,Goldsmiths' College,C,20,Social Work and Social Policy,,,,2,0,4,2,2,2,2
10002718,Goldsmiths' College,C,21,Sociology,,,,17,19,17,25,7,22,7
10002718,Goldsmiths' College,C,22,Anthropology and Development Studies,,,,2,7,6,7,3,4,5
10002718,Goldsmiths' College,C,23,Education,,,,4,2,1,5,5,9,4
10002718,Goldsmiths' College,D,27,English Language and Literature,,,,5,14,6,8,11,7,5
10002718,Goldsmiths' College,D,28,History,,,,2,4,1,3,0,4,1
10002718,Goldsmiths' College,D,32,"Art and Design: History, Practice and Theory",,,,17,23,20,26,20,16,11
10002718,Goldsmiths' College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,15,13,9,10,7,11,12
10002718,Goldsmiths' College,D,34,"Communication, Cultural and Media Studies, Library and Information Management",A,"Media, Communications and Cultural Studies (MCCS)",,10,4,8,13,21,18,16
10002718,Goldsmiths' College,D,34,"Communication, Cultural and Media Studies, Library and Information Management",B,Institute of Creative and Cultural Entrepreneurship (ICCE),,0,2,0,0,2,2,3
10007146,University of Greenwich,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Joint Submission - University of Kent-Medway School of Pharmacy,(joint submission with University of Kent),0,3,7,4,9,7,6
10007146,University of Greenwich,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,UoG Submission in Allied Health Professions & Nursing,,6,3,8,6,9,2,11
10007146,University of Greenwich,A,6,"Agriculture, Food and Veterinary Sciences",,,,5,4,8,4,4,7,5
10007146,University of Greenwich,B,8,Chemistry,,,,6,7,11,2,5,6,10
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,3,0,4,2,3,0,3
10007146,University of Greenwich,B,12,Engineering,,,,8,13,14,8,10,15,16
10007146,University of Greenwich,C,17,Business and Management Studies,,,,3,4,3,12,15,13,7
10007146,University of Greenwich,C,18,Law,,,,0,0,2,3,1,1,2
10007146,University of Greenwich,C,20,Social Work and Social Policy,,,,3,2,9,7,7,5,8
10007146,University of Greenwich,C,22,Anthropology and Development Studies,,,,2,2,2,4,4,0,5
10007146,University of Greenwich,D,27,English Language and Literature,,,,1,0,1,2,2,2,5
10007146,University of Greenwich,D,28,History,,,,0,1,0,0,1,1,2
10007146,University of Greenwich,D,32,"Art and Design: History, Practice and Theory",,,,1,2,2,1,4,2,3
10007825,Guildhall School of Music & Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,2,1,3,4,2,4,6
10040812,Harper Adams University,A,6,"Agriculture, Food and Veterinary Sciences",,,,2,6,6,6,11,17,10
10080811,Hartpury University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,0,0,0,0,0,0,0
10007764,Heriot-Watt University,A,4,"Psychology, Psychiatry and Neuroscience",,,,1,1.5,1,0.5,2.4,1.5,1
10007764,Heriot-Watt University,B,7,Earth Systems and Environmental Sciences,,,,8.5,10.5,13.5,10,21,8,10.5
10007764,Heriot-Watt University,B,8,Chemistry,,,,11.5,14,10.5,15,13,11,23
10007764,Heriot-Watt University,B,9,Physics,,,,15.5,10.5,7.5,18,13,13,15.5
10007764,Heriot-Watt University,B,10,Mathematical Sciences,,,(joint submission with University of Edinburgh),7.5,13.5,10,10.5,7,8.5,18
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,10,7.5,15.5,4,5,7.5,7.5
10007764,Heriot-Watt University,B,12,Engineering,,,(joint submission with University of Edinburgh),31,60.5,63.6,67,72.1,64.5,85.5
10007764,Heriot-Watt University,C,13,"Architecture, Built Environment and Planning",,,(joint submission with University of Edinburgh),7.5,17.5,14.5,22.5,18.5,9.5,14.5
10007764,Heriot-Watt University,C,17,Business and Management Studies,,,,5.5,12,15.9,21,18.5,15,13
10007764,Heriot-Watt University,D,25,Area Studies,,,,0,3,7,5.5,6.5,2,3.5
10007764,Heriot-Watt University,D,32,"Art and Design: History, Practice and Theory",,,,1,2.5,3,3,1,4.5,2
10007147,University of Hertfordshire,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,14,13,16,14,20,10,21
10007147,University of Hertfordshire,A,4,"Psychology, Psychiatry and Neuroscience",,,,17,18,22,22,21,15,19
10007147,University of Hertfordshire,A,6,"Agriculture, Food and Veterinary Sciences",,,,3,1,4,4,2,3,2
10007147,University of Hertfordshire,B,9,Physics,,,,5,12,7,6,3,4,9
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,9,7,9,9,5,13,4
10007147,University of Hertfordshire,B,12,Engineering,,,,6,6,5,5,8,10,4
10007147,University of Hertfordshire,C,17,Business and Management Studies,,,,3,10,6,5,9,8,5
10007147,University of Hertfordshire,C,23,Education,,,,2,3,1,4,6,6,3
10007147,University of Hertfordshire,D,27,English Language and Literature,,,,0,2,1,1,0,3,3
10007147,University of Hertfordshire,D,28,History,,,,2,6,1,3,0,1,2
10007147,University of Hertfordshire,D,30,Philosophy,,,,1,1,3,1,0,1,0
10007147,University of Hertfordshire,D,32,"Art and Design: History, Practice and Theory",,,,1,1,1,1,2,0,0
10007114,UHI,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,1,6,1,0,2,0
10007114,UHI,B,7,Earth Systems and Environmental Sciences,,,,8,7,11,6,5,9,8
10007114,UHI,C,15,Archaeology,,,,0,1,1,0,2,2,0
10007114,UHI,C,23,Education,,,,0,0,0,1,0,1,1
10007114,UHI,D,25,Area Studies,,,,3,4,2,2,3,2,3
10007114,UHI,D,26,Modern Languages and Linguistics,,,,1,0,2,0,0,1,0
10007114,UHI,D,28,History,,,,1,1,0,2,3,0,2
10007148,University of Huddersfield,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,3,9,8,12,15,9,12
10007148,University of Huddersfield,A,4,"Psychology, Psychiatry and Neuroscience",,,,5,3,7,7,8,9,14
10007148,University of Huddersfield,A,5,Biological Sciences,,,,3,4,3,9,6,12,7
10007148,University of Huddersfield,B,8,Chemistry,,,,7,11,10,10,5,13,8
10007148,University of Huddersfield,B,11,Computer Science and Informatics,,,,10,9,6,5,13,5,9
10007148,University of Huddersfield,B,12,Engineering,,,,14,13,32,26,32,34,24
10007148,University of Huddersfield,C,13,"Architecture, Built Environment and Planning",,,,0,3,2,6,6,5,6
10007148,University of Huddersfield,C,17,Business and Management Studies,,,,13,16,30,35,21,23,17
10007148,University of Huddersfield,C,18,Law,,,,0,0,2,3,0,4,2
10007148,University of Huddersfield,C,20,Social Work and Social Policy,,,,6,14,16,9,11,8,9
10007148,University of Huddersfield,C,23,Education,,,,6,6,11,7,21,15,8
10007148,University of Huddersfield,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,0,0,0,0,0,1,1
10007148,University of Huddersfield,D,26,Modern Languages and Linguistics,,,,1,1,8,3,6,4,7
10007148,University of Huddersfield,D,27,English Language and Literature,,,,3,2,3,4,9,4,3
10007148,University of Huddersfield,D,28,History,,,,1,3,6,3,5,5,9
10007148,University of Huddersfield,D,32,"Art and Design: History, Practice and Theory",,,,1,3,3,1,2,7,6
10007148,University of Huddersfield,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Music,,15,6,11,10,9,15,5
10007148,University of Huddersfield,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,0,0,0,0,1,1,1
10007148,University of Huddersfield,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,1,1,0,0,1,1,0
10007149,University of Hull,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,28,32,27,34.5,37,24.5,27.4
10007149,University of Hull,A,4,"Psychology, Psychiatry and Neuroscience",,,,8,10.5,11.5,12.5,15,8.5,9.2
10007149,University of Hull,B,8,Chemistry,,,,9,21.5,19.5,18,11.5,13.2,16.5
10007149,University of Hull,B,9,Physics,,,,1,1,1,2,5,3,6
10007149,University of Hull,B,11,Computer Science and Informatics,,,,2,4,6,1,6,8,1.2
10007149,University of Hull,B,12,Engineering,,,,10,11,11,7,12,12.8,10.6
10007149,University of Hull,C,14,Geography and Environmental Studies,,,,15,11,14,6,14.1,14.7,18.8
10007149,University of Hull,C,17,Business and Management Studies,,,,27.5,29,42,42,35.5,19,30.4
10007149,University of Hull,C,19,Politics and International Studies,,,,9.5,7,9.5,11,5.4,8,5.8
10007149,University of Hull,C,20,Social Work and Social Policy,,,,6,6.5,7,8,7,7,10.3
10007149,University of Hull,C,23,Education,,,,7,10,8.5,8,10,12,15.8
10007149,University of Hull,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,2,1,8,4.5,3.2,6
10007149,University of Hull,D,27,English Language and Literature,,,,3,5.5,9,8,10,6,5
10007149,University of Hull,D,28,History,,,,0,9,4,2,4,6.1,9
10007149,University of Hull,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,2,9,11,1,6,5,2
10003270,Imperial College London,A,1,Clinical Medicine,,,,213.66,209.76,193.74,209.17,204.17,191.24,184
10003270,Imperial College London,A,2,"Public Health, Health Services and Primary Care",,,,19.84,18.34,18.68,17.41,12.49,17.58,23
10003270,Imperial College London,A,4,"Psychology, Psychiatry and Neuroscience",,,,23.43,19.33,16.84,14.12,19.5,15.75,9
10003270,Imperial College London,A,5,Biological Sciences,,,,54.94,52.13,50.49,44.54,48.58,53.84,40
10003270,Imperial College London,B,8,Chemistry,,,,52.99,51.52,48.09,55.88,57.27,65.43,53.5
10003270,Imperial College London,B,9,Physics,,,,88.18,85.14,75.65,95.21,74.79,76.26,65
10003270,Imperial College London,B,10,Mathematical Sciences,,,,37.15,31.16,38.02,47.09,46.08,54.15,45
10003270,Imperial College London,B,11,Computer Science and Informatics,,,,39,46.34,40.24,45.16,36.66,40.84,30
10003270,Imperial College London,B,12,Engineering,,,,300.48,265.87,323.24,357.57,327.87,346.4,326.5
10003270,Imperial College London,C,14,Geography and Environmental Studies,,,,6,8,7.51,6.84,11.68,12.34,12
10003270,Imperial College London,C,17,Business and Management Studies,,,,25.33,12.41,12.5,11.01,11.91,17.84,7
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,28,36,27,24,28,38,15
10003324,Institute of Cancer Research,A,5,Biological Sciences,,,,6,17,8,8,8,8,7
10009315,Institute of Zoology,A,5,Biological Sciences,,,(joint submission with Birkbeck College and University College London),0,0,0,0,0,0,0
10007767,University of Keele,A,2,"Public Health, Health Services and Primary Care",,,,4,4,4,4,3,3,14
10007767,University of Keele,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,8,10,14,8,19,12,16
10007767,University of Keele,A,4,"Psychology, Psychiatry and Neuroscience",,,,0,3,2,3,0,6,2
10007767,University of Keele,A,5,Biological Sciences,,,,2,4,9,5,8,9,11
10007767,University of Keele,B,9,Physics,,,,3,6,4,4,4,7,4
10007767,University of Keele,B,10,Mathematical Sciences,,,,0,1,3,1,3,5,7
10007767,University of Keele,B,11,Computer Science and Informatics,,,,4,1,1,1,5,5,3
10007767,University of Keele,B,12,Engineering,,,,11,6,11,15,14,14,17
10007767,University of Keele,C,14,Geography and Environmental Studies,,,,3,7,2,5,4,2,6
10007767,University of Keele,C,17,Business and Management Studies,,,,2,1,6,5,3,5,4
10007767,University of Keele,C,18,Law,,,,7,3,3,4,7,5,2
10007767,University of Keele,C,19,Politics and International Studies,,,,3,3,4,4,2,6,6
10007767,University of Keele,C,20,Social Work and Social Policy,,,,11,7,12,8,10,14,9
10007767,University of Keele,D,27,English Language and Literature,,,,4,3,6,3,2,4,3
10007767,University of Keele,D,28,History,,,,0,2,1,2,3,2,0
10007767,University of Keele,D,30,Philosophy,,,,0,0,1,0,1,3,1
10007767,University of Keele,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,1,2,1,0,1,1,0
10007150,University of Kent,A,2,"Public Health, Health Services and Primary Care",,,,1,2,0,0.5,3.67,0.5,0
10007150,University of Kent,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,(joint submission with University of Greenwich),4,1,5.67,2.5,6,4,4
10007150,University of Kent,A,4,"Psychology, Psychiatry and Neuroscience",,,,6,11.33,11,11,13.66,16.75,14
10007150,University of Kent,A,5,Biological Sciences,,,,10,13,13,13,12,12,34.5
10007150,University of Kent,B,8,Chemistry,,,,0,3,5,3.5,2,8,1.5
10007150,University of Kent,B,9,Physics,,,,3,3,7.5,2.5,9,5.5,3
10007150,University of Kent,B,10,Mathematical Sciences,,,,5,7,6.5,8,14.5,8.5,11
10007150,University of Kent,B,11,Computer Science and Informatics,,,,7.33,6,7.5,13,8,6,6
10007150,University of Kent,B,12,Engineering,,,,4,6.17,12,17.5,15.5,21.5,17.5
10007150,University of Kent,C,13,"Architecture, Built Environment and Planning",,,,1,5,1,1,3,4,5
10007150,University of Kent,C,14,Geography and Environmental Studies,,,,5,9,11,6,10.17,8,7
10007150,University of Kent,C,16,Economics and Econometrics,,,,6,7.5,10,7.5,10,10,7
10007150,University of Kent,C,17,Business and Management Studies,,,,11,13.5,13,10,12,5,10
10007150,University of Kent,C,18,Law,,,,3.5,7,11.67,6,11,10.83,11
10007150,University of Kent,C,19,Politics and International Studies,,,,7,7.5,4,7.5,12,10.33,9
10007150,University of Kent,C,20,Social Work and Social Policy,,,,12.67,18,18.83,19.5,15,16.75,21
10007150,University of Kent,C,22,Anthropology and Development Studies,,,,9.5,6,8,11,3.5,5.5,6
10007150,University of Kent,C,23,Education,,,,0,0,0,0,1,1,0.5
10007150,University of Kent,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,0.5,3,3.33,5.5,6.5,9,6
10007150,University of Kent,D,26,Modern Languages and Linguistics,,,,3.33,4,9.5,6.5,6,5.5,6
10007150,University of Kent,D,27,English Language and Literature,,,,10,15,8.5,11.5,23,20,19
10007150,University of Kent,D,28,History,,,,6,5.5,9,9.5,7.5,12,14
10007150,University of Kent,D,29,Classics,,,,0,5,5,5,3,3,3
10007150,University of Kent,D,30,Philosophy,,,,1,2,2,2,1,3.67,3
10007150,University of Kent,D,31,Theology and Religious Studies,,,,0.5,3,4,1,2,2.67,4
10007150,University of Kent,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,5.67,7,10,7.5,10.5,11,10.5
10003645,King's College London,A,1,Clinical Medicine,,,,49.5,79.25,55.25,80.75,65.5,73.5,76.38
10003645,King's College London,A,2,"Public Health, Health Services and Primary Care",,,,12,14.25,15,13.25,5.25,16.25,11
10003645,King's College London,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,45.25,70.75,58,97.5,84.75,83.25,67.5
10003645,King's College London,A,4,"Psychology, Psychiatry and Neuroscience",,,,97.5,91.25,98,106.25,130,129.25,110.5
10003645,King's College London,A,5,Biological Sciences,,,,15.25,15.25,9.5,18.25,9.5,20.25,12.88
10003645,King's College London,B,8,Chemistry,,,,0.75,1.75,0.75,1.5,3,2.25,10
10003645,King's College London,B,9,Physics,,,,4,7.25,13.25,18,10,14.75,17.75
10003645,King's College London,B,10,Mathematical Sciences,,,,5,3.5,14,16,16.75,15,16.25
10003645,King's College London,B,11,Computer Science and Informatics,,,,9.5,20.25,18.5,24.25,22.25,19.25,11
10003645,King's College London,B,12,Engineering,,,,18.5,28.5,34,34.25,33.25,28.5,28.75
